episode,scenario_name,rain_mm_h,visibility_km,hour_of_day
115,light_very_poor_evening,2.0,0.5,21.100800583385887
116,heavy_good_evening,10.0,7.5,20.085517911862517
117,clear_excellent_evening,0.0,15.0,23.97851353138173
118,clear_poor_afternoon,0.0,2.5,15.603000373411128
119,heavy_excellent_evening,10.0,15.0,21.528801573519004
120,severe_excellent_night,20.0,15.0,5.779873392987529
121,severe_poor_evening,20.0,2.5,20.111525247729194
122,moderate_excellent_night,5.0,15.0,4.842770657257329
123,clear_excellent_afternoon,0.0,15.0,12.108743764631676
124,moderate_poor_afternoon,5.0,2.5,15.120284269833569
125,clear_very_poor_night,0.0,0.5,3.725111818586181
126,severe_poor_night,20.0,2.5,4.632995780853698
127,clear_good_afternoon,0.0,7.5,17.037712734751295
128,moderate_very_poor_afternoon,5.0,0.5,14.67704654344967
129,moderate_excellent_afternoon,5.0,15.0,14.791415278260788
130,clear_excellent_evening,0.0,15.0,21.219497072803613
131,clear_excellent_afternoon,0.0,15.0,12.200465722726609
132,heavy_good_morning,10.0,7.5,11.380049507582836
133,clear_excellent_night,0.0,15.0,3.218270636946368
134,severe_good_morning,20.0,7.5,7.312910490259951
135,heavy_good_afternoon,10.0,7.5,14.66370112887908
136,moderate_poor_morning,5.0,2.5,9.883461518053686
137,clear_good_night,0.0,7.5,5.2230846407270874
138,severe_poor_morning,20.0,2.5,7.608981871613709
139,severe_excellent_morning,20.0,15.0,10.041601059764648
140,moderate_good_night,5.0,7.5,5.414228836901064
141,heavy_poor_evening,10.0,2.5,19.196889858332074
142,light_good_evening,2.0,7.5,20.097176696281647
143,light_good_night,2.0,7.5,2.7805613840464414
144,clear_excellent_evening,0.0,15.0,20.207837064947114
145,severe_excellent_morning,20.0,15.0,6.734674467207742
146,moderate_good_night,5.0,7.5,4.151866684598251
147,heavy_good_afternoon,10.0,7.5,17.824621601402058
148,severe_excellent_evening,20.0,15.0,19.852162188496475
149,heavy_very_poor_morning,10.0,0.5,8.934277756597156
150,heavy_excellent_afternoon,10.0,15.0,14.42016979068194
151,severe_very_poor_afternoon,20.0,0.5,13.343266272682762
152,light_very_poor_evening,2.0,0.5,23.767719943830542
153,heavy_excellent_morning,10.0,15.0,10.757894718104426
154,severe_good_night,20.0,7.5,1.9211828075084405
155,severe_very_poor_morning,20.0,0.5,10.410696655742232
156,moderate_good_night,5.0,7.5,3.6161513715177644
157,light_excellent_evening,2.0,15.0,21.77048693174916
158,severe_excellent_night,20.0,15.0,5.58845483864895
159,clear_good_morning,0.0,7.5,11.764741017638073
160,severe_poor_morning,20.0,2.5,11.838959420415998
161,moderate_very_poor_afternoon,5.0,0.5,14.090974572887534
162,clear_very_poor_morning,0.0,0.5,8.174179094196582
163,moderate_good_afternoon,5.0,7.5,12.753864984109864
164,moderate_excellent_morning,5.0,15.0,9.565260160836974
165,severe_very_poor_afternoon,20.0,0.5,15.139973768753817
166,light_excellent_morning,2.0,15.0,8.132535254630518
167,light_excellent_night,2.0,15.0,0.595755163165741
168,heavy_very_poor_morning,10.0,0.5,10.756975878164916
169,moderate_good_afternoon,5.0,7.5,14.363452597385677
170,moderate_excellent_morning,5.0,15.0,6.672530558419532
171,moderate_very_poor_evening,5.0,0.5,23.62987395435899
172,clear_good_afternoon,0.0,7.5,17.610083938509987
173,severe_poor_morning,20.0,2.5,8.31582867151317
174,clear_excellent_night,0.0,15.0,0.9827270468572742
175,moderate_very_poor_morning,5.0,0.5,11.75279380360574
176,severe_very_poor_morning,20.0,0.5,11.159362948647672
177,light_very_poor_morning,2.0,0.5,9.877824052657438
178,clear_very_poor_night,0.0,0.5,2.0356625354839695
179,light_poor_evening,2.0,2.5,19.24943488765738
180,light_very_poor_evening,2.0,0.5,19.74199417481836
181,light_poor_night,2.0,2.5,0.7105749390867171
182,heavy_good_evening,10.0,7.5,21.495237153208723
183,heavy_poor_night,10.0,2.5,5.7038007206543355
184,moderate_very_poor_morning,5.0,0.5,8.352754161828344
185,heavy_very_poor_morning,10.0,0.5,7.174647626853733
186,heavy_poor_morning,10.0,2.5,9.526561625948018
187,clear_good_evening,0.0,7.5,21.27738149212486
188,severe_excellent_night,20.0,15.0,2.0354781896583143
189,heavy_good_afternoon,10.0,7.5,17.22333954339762
190,moderate_very_poor_evening,5.0,0.5,23.969840881602355
191,severe_poor_morning,20.0,2.5,8.239019097093786
192,moderate_good_evening,5.0,7.5,23.021022548269823
193,severe_very_poor_afternoon,20.0,0.5,12.98055928667883
194,severe_good_evening,20.0,7.5,21.527923170551887
195,light_excellent_morning,2.0,15.0,7.808225532400249
196,severe_very_poor_afternoon,20.0,0.5,12.709009326841738
197,severe_poor_afternoon,20.0,2.5,14.177875059930386
198,heavy_poor_morning,10.0,2.5,7.185198996355814
199,severe_excellent_morning,20.0,15.0,7.739816332047966
200,clear_excellent_evening,0.0,15.0,20.983544766979378
201,heavy_poor_morning,10.0,2.5,10.391339828826412
202,clear_excellent_evening,0.0,15.0,23.03458853590129
203,heavy_excellent_night,10.0,15.0,0.9858982393163265
204,clear_excellent_night,0.0,15.0,1.5727304140411782
205,severe_good_afternoon,20.0,7.5,12.386107230170698
206,heavy_good_night,10.0,7.5,1.2230515817972654
207,severe_excellent_morning,20.0,15.0,9.228105071758275
208,heavy_excellent_afternoon,10.0,15.0,16.75655341463792
209,moderate_excellent_morning,5.0,15.0,7.249717650807324
210,moderate_good_morning,5.0,7.5,9.998631193659548
211,heavy_good_evening,10.0,7.5,22.32923082213961
212,moderate_excellent_morning,5.0,15.0,11.05847052574959
213,severe_poor_night,20.0,2.5,3.6108962773793776
214,heavy_excellent_night,10.0,15.0,3.316928919324738
215,clear_very_poor_night,0.0,0.5,0.22223476370696194
216,severe_excellent_night,20.0,15.0,0.7508043096394692
217,clear_excellent_afternoon,0.0,15.0,14.88358287907911
218,moderate_excellent_afternoon,5.0,15.0,13.661089210336243
219,light_poor_evening,2.0,2.5,20.386447994154697
220,moderate_excellent_evening,5.0,15.0,20.480867024216803
221,heavy_good_night,10.0,7.5,1.8746014339287331
222,severe_excellent_morning,20.0,15.0,8.315487729772343
223,light_excellent_night,2.0,15.0,3.9717061819626007
224,heavy_poor_afternoon,10.0,2.5,16.99418965640611
225,light_poor_morning,2.0,2.5,7.61167610711949
226,clear_very_poor_afternoon,0.0,0.5,14.251933152682742
227,light_excellent_night,2.0,15.0,3.4492478749328193
228,heavy_poor_night,10.0,2.5,4.1506544746098735
229,heavy_poor_evening,10.0,2.5,23.802587422289058
230,light_excellent_night,2.0,15.0,0.39791524554136615
231,severe_very_poor_morning,20.0,0.5,6.087948157483884
232,heavy_poor_afternoon,10.0,2.5,13.284980162150674
233,moderate_good_afternoon,5.0,7.5,16.262898326395057
234,moderate_poor_afternoon,5.0,2.5,13.606507087665284
235,light_very_poor_evening,2.0,0.5,23.602009823830503
236,clear_good_afternoon,0.0,7.5,12.34999324525274
237,severe_excellent_evening,20.0,15.0,19.10468535144908
238,light_poor_morning,2.0,2.5,9.791074328653565
239,severe_excellent_evening,20.0,15.0,21.351754120209534
240,heavy_good_afternoon,10.0,7.5,16.38195835702129
241,moderate_excellent_evening,5.0,15.0,21.69535898107296
242,heavy_very_poor_evening,10.0,0.5,19.154338459639995
243,moderate_excellent_night,5.0,15.0,4.905536809954301
244,moderate_poor_night,5.0,2.5,0.5553622699667145
245,light_very_poor_morning,2.0,0.5,9.051472328536338
246,severe_poor_evening,20.0,2.5,21.30170612371304
247,heavy_good_morning,10.0,7.5,7.659179726391985
248,light_poor_afternoon,2.0,2.5,13.943744969953217
249,light_good_afternoon,2.0,7.5,14.442594140825003
250,moderate_very_poor_morning,5.0,0.5,11.223366159038315
251,clear_good_morning,0.0,7.5,6.226556156508821
252,clear_excellent_morning,0.0,15.0,11.555792167830738
253,clear_very_poor_afternoon,0.0,0.5,15.660460818063918
254,heavy_good_night,10.0,7.5,2.656609776710787
255,light_good_morning,2.0,7.5,7.074574789789025
256,light_very_poor_evening,2.0,0.5,21.041059134350864
257,heavy_very_poor_evening,10.0,0.5,23.6296465980181
258,heavy_very_poor_evening,10.0,0.5,22.871979186431552
259,moderate_excellent_night,5.0,15.0,3.3070448622673245
260,severe_good_afternoon,20.0,7.5,13.269558097547076
261,heavy_very_poor_night,10.0,0.5,2.8957280986484735
262,light_very_poor_night,2.0,0.5,2.409495495595423
263,light_good_evening,2.0,7.5,20.315484865630967
264,heavy_excellent_morning,10.0,15.0,9.925630351439276
265,clear_good_night,0.0,7.5,5.8862153525570315
266,severe_poor_evening,20.0,2.5,20.432031585652894
267,moderate_very_poor_morning,5.0,0.5,8.143731497677463
268,moderate_poor_night,5.0,2.5,5.961753692775636
269,light_excellent_night,2.0,15.0,3.870097508446179
270,clear_very_poor_evening,0.0,0.5,21.31173188653392
271,light_excellent_evening,2.0,15.0,22.0043617831007
272,clear_good_afternoon,0.0,7.5,14.595101085950198
273,clear_good_morning,0.0,7.5,9.61082988588668
274,moderate_poor_night,5.0,2.5,4.493734670768196
275,severe_very_poor_evening,20.0,0.5,19.63938884889271
276,severe_poor_morning,20.0,2.5,11.25022312833486
277,severe_excellent_evening,20.0,15.0,22.095980598565628
278,heavy_good_night,10.0,7.5,1.2025605527264105
279,severe_good_evening,20.0,7.5,19.066968731901223
280,heavy_poor_evening,10.0,2.5,18.020126033876632
281,moderate_poor_morning,5.0,2.5,11.066386323717783
282,light_poor_afternoon,2.0,2.5,14.39268856118377
283,clear_good_evening,0.0,7.5,22.80146627098649
284,moderate_good_night,5.0,7.5,4.2536520299825415
285,clear_poor_evening,0.0,2.5,20.30418147138981
286,moderate_excellent_morning,5.0,15.0,10.791184522144334
287,light_very_poor_afternoon,2.0,0.5,17.99084685414882
288,light_very_poor_afternoon,2.0,0.5,12.75393147833385
289,heavy_poor_morning,10.0,2.5,7.259526747310275
290,light_very_poor_morning,2.0,0.5,8.79205172535687
291,light_excellent_morning,2.0,15.0,7.837124224122718
292,severe_excellent_evening,20.0,15.0,18.675634141056296
293,severe_very_poor_night,20.0,0.5,5.920329053427536
294,severe_poor_night,20.0,2.5,3.1047072829985867
295,severe_good_night,20.0,7.5,3.3277079096020685
296,light_good_afternoon,2.0,7.5,16.193677136382668
297,severe_very_poor_night,20.0,0.5,4.860537790180463
298,severe_poor_afternoon,20.0,2.5,16.833386429842374
299,heavy_very_poor_afternoon,10.0,0.5,14.641451589292172
300,heavy_good_afternoon,10.0,7.5,15.01147576593447
301,severe_excellent_evening,20.0,15.0,21.904124046132864
302,severe_very_poor_evening,20.0,0.5,20.239749258287496
303,severe_very_poor_afternoon,20.0,0.5,17.879796618712525
304,severe_very_poor_evening,20.0,0.5,18.30216220710338
305,clear_good_morning,0.0,7.5,10.95485266834252
306,heavy_excellent_afternoon,10.0,15.0,15.475660664622971
307,heavy_good_morning,10.0,7.5,6.187401832856506
308,moderate_poor_morning,5.0,2.5,9.839577317401037
309,light_excellent_evening,2.0,15.0,19.585344402067946
310,light_very_poor_night,2.0,0.5,4.024788472266743
311,severe_excellent_evening,20.0,15.0,18.97771137350385
312,light_good_evening,2.0,7.5,21.236377428152654
313,light_poor_night,2.0,2.5,2.6842752571362523
314,heavy_very_poor_night,10.0,0.5,4.2325531201938205
315,clear_good_afternoon,0.0,7.5,13.25243828542392
316,light_poor_afternoon,2.0,2.5,16.46790997476361
317,heavy_poor_evening,10.0,2.5,23.809008132673316
318,clear_very_poor_afternoon,0.0,0.5,12.395025663255382
319,clear_excellent_afternoon,0.0,15.0,17.46823917524924
320,clear_very_poor_morning,0.0,0.5,7.639833303096488
321,severe_excellent_night,20.0,15.0,3.6846125293107335
322,light_poor_night,2.0,2.5,1.6204435244979605
323,moderate_excellent_night,5.0,15.0,0.012449859976932487
324,clear_good_evening,0.0,7.5,18.590973151013515
325,clear_excellent_afternoon,0.0,15.0,15.65418255518053
326,heavy_very_poor_night,10.0,0.5,4.032020365868907
327,clear_excellent_evening,0.0,15.0,20.659223366892867
328,light_very_poor_afternoon,2.0,0.5,12.934602390340485
329,moderate_very_poor_night,5.0,0.5,2.2261458581878744
330,moderate_good_afternoon,5.0,7.5,17.707141346552948
331,severe_excellent_afternoon,20.0,15.0,15.68495581664744
332,clear_good_morning,0.0,7.5,9.430036240729775
333,clear_very_poor_evening,0.0,0.5,23.41429549988159
334,severe_very_poor_night,20.0,0.5,4.615216296843193
335,heavy_excellent_afternoon,10.0,15.0,15.74577309828152
336,severe_good_afternoon,20.0,7.5,17.633403138733918
337,clear_poor_afternoon,0.0,2.5,13.22181044376967
338,light_very_poor_afternoon,2.0,0.5,17.052786521824267
339,moderate_excellent_night,5.0,15.0,1.1870192915043765
340,severe_poor_morning,20.0,2.5,11.668609814934612
341,heavy_excellent_evening,10.0,15.0,21.36633508376685
342,clear_good_morning,0.0,7.5,11.426202160287856
343,severe_very_poor_night,20.0,0.5,1.4276806124001604
344,light_excellent_afternoon,2.0,15.0,14.058511803713337
345,moderate_excellent_afternoon,5.0,15.0,16.308648221014987
346,clear_excellent_night,0.0,15.0,2.379767294371544
347,moderate_excellent_morning,5.0,15.0,10.145616822529494
348,moderate_excellent_night,5.0,15.0,3.2326085981603354
349,heavy_very_poor_morning,10.0,0.5,7.689532886335388
350,light_good_night,2.0,7.5,1.3264898280294632
351,moderate_excellent_morning,5.0,15.0,9.63035914046672
352,clear_good_evening,0.0,7.5,22.767491969103386
353,clear_poor_evening,0.0,2.5,19.348583170673407
354,severe_excellent_evening,20.0,15.0,23.487219453610535
355,light_good_morning,2.0,7.5,11.848129830495498
356,light_very_poor_morning,2.0,0.5,9.13757666921148
357,severe_good_afternoon,20.0,7.5,14.03406486731848
358,moderate_excellent_morning,5.0,15.0,7.7060550338845175
359,light_excellent_night,2.0,15.0,2.4788034985691905
360,heavy_very_poor_afternoon,10.0,0.5,14.143947987059425
361,moderate_excellent_night,5.0,15.0,3.985503177935355
362,moderate_poor_morning,5.0,2.5,9.33832107652992
363,severe_excellent_afternoon,20.0,15.0,13.504137853796575
364,heavy_very_poor_morning,10.0,0.5,6.178136696288914
365,moderate_very_poor_evening,5.0,0.5,22.26011663100119
366,clear_poor_afternoon,0.0,2.5,16.05474381579791
367,severe_excellent_evening,20.0,15.0,22.692477384525755
368,severe_good_evening,20.0,7.5,22.173609613090317
369,severe_poor_night,20.0,2.5,0.11085117223986263
370,heavy_excellent_afternoon,10.0,15.0,16.330051336078128
371,light_poor_evening,2.0,2.5,23.16998288356165
372,clear_very_poor_evening,0.0,0.5,20.535410920857686
373,severe_excellent_afternoon,20.0,15.0,14.262544663237918
374,severe_very_poor_morning,20.0,0.5,8.987134474774505
375,clear_excellent_evening,0.0,15.0,19.463109653758124
376,moderate_good_afternoon,5.0,7.5,13.545424328620285
377,heavy_very_poor_afternoon,10.0,0.5,14.57307433185773
378,severe_good_morning,20.0,7.5,8.879624828332748
379,clear_good_night,0.0,7.5,2.8415779962880503
380,severe_very_poor_evening,20.0,0.5,20.10520459648899
381,moderate_excellent_morning,5.0,15.0,8.259385873520353
382,clear_excellent_evening,0.0,15.0,22.73567509751051
383,clear_good_evening,0.0,7.5,19.415270460161977
384,moderate_very_poor_night,5.0,0.5,1.9376467200657386
385,moderate_poor_evening,5.0,2.5,20.913818081789135
386,severe_poor_morning,20.0,2.5,10.296626912577905
387,clear_good_night,0.0,7.5,0.8615732641766138
388,light_poor_evening,2.0,2.5,23.84503192288434
389,moderate_very_poor_night,5.0,0.5,0.9695814922119164
390,light_poor_morning,2.0,2.5,7.2423568007263395
391,heavy_excellent_morning,10.0,15.0,6.865135244169487
392,clear_very_poor_night,0.0,0.5,2.262865283712168
393,heavy_very_poor_afternoon,10.0,0.5,16.98825346563475
394,moderate_very_poor_evening,5.0,0.5,23.42154096882951
395,heavy_very_poor_evening,10.0,0.5,22.64117643066847
396,heavy_excellent_evening,10.0,15.0,19.09892556400728
397,light_poor_afternoon,2.0,2.5,13.043894281916657
398,severe_very_poor_evening,20.0,0.5,23.32329164752107
399,moderate_poor_morning,5.0,2.5,11.590521347322813
400,moderate_good_morning,5.0,7.5,9.272194973356363
